a7d01be6-3a64-4f04-afce-c1211b1128c3,1 + lambda,Nguyen 10,44,11,0.023579808002978098,True
2a2761be-cc02-4ca7-8fb1-add8789dab51,1 + lambda,Nguyen 10,4,1,0.011644670994428452,True
dd900752-6843-4c73-aead-0092b998cef9,1 + lambda,Nguyen 10,60,15,0.08543413000006694,True
6b530e1c-c66e-4675-88f3-09d277b5f4f9,Subgraph Exchange,Nguyen 10,2,1,0.03380621900578262,True
78990569-4730-4730-9611-b86705f3c8af,Subgraph Exchange,Nguyen 10,6,3,0.08368895599414827,True
3bedf19f-c5d4-4abb-be6d-f0507cb4536d,1 + lambda,Nguyen 10,92,23,0.20277968200389296,True
e5eff79a-c9ee-44ca-a6a0-6ebfe13026ce,Passive Active Implantation,Nguyen 10,6,3,0.016891801002202556,True
2d30e5da-508c-4797-adba-e547fb215fc6,Passive Active Implantation,Nguyen 10,6,3,0.051088141997752246,True
e1842245-b56f-49f5-ac81-4f3f6a8e3b8c,Subgraph Exchange,Nguyen 10,60,30,0.21081340900127543,True
5ff785a6-0999-4177-b33e-eecfe7713b85,1 + lambda,Nguyen 10,128,32,0.26337881999643287,True
15c1b936-9dd2-4f76-9383-7ebf3b18dc8d,Passive Active Implantation,Nguyen 10,40,20,0.1481522660033079,True
0a2a7f0b-35b0-4fcd-8dba-1d438f91f395,1 + lambda,Nguyen 10,224,56,0.3585138879934675,True
64661729-b1ac-4975-95cc-a0ba1faffc91,Subgraph Exchange,Nguyen 10,70,35,0.3329211899981601,True
b56c702e-b1c0-42a1-9889-776d252f699a,Subgraph Exchange,Nguyen 10,86,43,0.37678565699752653,True
d474115e-7d3b-4e22-bda6-601eb2214be1,Passive Active Implantation,Nguyen 10,44,22,0.22468849800497992,True
aa0f36e0-91ef-42bf-9960-d4cb9ea64b38,Passive Active Implantation,Nguyen 10,140,70,0.547673383000074,True
d6f51ee1-ac2d-4cb6-a295-4c475ad8f655,Passive Active Implantation,Nguyen 10,114,57,0.7562996249980642,True
9a83cf12-a27d-4fdc-926e-bd278da5e31c,1 + lambda,Nguyen 10,632,158,1.1667775269961567,True
4324d1bf-3387-4a72-acb5-aea18e62b89b,Passive Active Implantation,Nguyen 10,476,238,1.0085570969968103,True
7770792d-f095-453d-8e33-0a90967450fa,1 + lambda,Nguyen 10,484,121,1.2650598820036976,True
c97c98b4-8b52-42f6-a42d-fd7f02cef9cd,Passive Active Implantation,Nguyen 10,326,163,1.1308858080010395,True
34035a13-a0e4-4de5-97cf-b56c0b1fe2bf,Passive Active Implantation,Nguyen 10,598,299,1.7557308480027132,True
57423c7c-f9a5-4202-b918-51f7609f6b05,Passive Active Implantation,Nguyen 10,520,260,1.8354159209993668,True
162a74d0-3194-4675-abfa-5bdac035972c,1 + lambda,Nguyen 10,720,180,2.0977405720041133,True
9c07b71e-2e68-446e-b922-5473c1d5790e,Subgraph Exchange,Nguyen 10,624,312,2.08593991700036,True
ddc743fb-8ddf-479d-b0c7-1d7f3b27b422,Passive Active Implantation,Nguyen 10,586,293,2.052826439998171,True
9a4690ab-dac0-464b-92e1-8e70edff7bfc,Passive Active Implantation,Nguyen 10,774,387,2.247405519003223,True
